TRACKINGNUMBER,INSPECTIONDATE,INSPTYPE,NUMCRITICAL,NUMNONCRITICAL,VIOLLUMP,HAZARDRATING
SHEN-A79US9,20230321,Routine,0,2,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
SHEN-A79US9,20230105,Routine,0,2,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
SHEN-A79US9,20220901,Routine,0,2,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat",Low
SHEN-A79US9,20220317,Follow-Up,0,0,,Low
SHEN-A79US9,20220316,Routine,3,2,"201,Critical,Food contaminated or unfit for human consumption [s. 13],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Moderate
SHEN-A79US9,20210621,Routine,0,2,"210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
NDAA-9GUMV3,20230704,Routine,0,0,,Low
NDAA-9GUMV3,20230111,Routine,1,0,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat",Low
NDAA-9GUMV3,20220610,Follow-Up,0,0,,Low
NDAA-9GUMV3,20220531,Routine,3,3,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat",Moderate
NDAA-9GUMV3,20210825,Routine,0,0,,Low
NDAA-9GUMV3,20200305,Routine,1,2,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Moderate
NDAA-9GUN4K,20230704,Routine,0,0,,Low
NDAA-9GUN4K,20220531,Routine,0,1,"315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat",Low
NDAA-9GUN4K,20210825,Routine,0,0,,Low
HCAR-BJKMKQ,20231016,Routine,0,1,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
HCAR-BJKMKQ,20221205,Routine,1,1,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
HCAR-BJKMKQ,20220608,Follow-Up,0,0,,Low
HCAR-BJKMKQ,20220606,Routine,5,3,"203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat|205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|312,Not Critical,Items not required for food premises operation being stored on the premises [s. 18],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",High
HCAR-BJKMKQ,20200129,Routine,0,0,,Low
SYOG-5M55P6,20231018,Routine,0,0,,Low
SYOG-5M55P6,20221011,Routine,0,1,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat",Low
SYOG-5M55P6,20220310,Routine,1,2,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat",Low
SYOG-5M55P6,20200123,Routine,0,0,,Low
HCAR-CBGRH4,20230619,Routine,0,1,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
HCAR-CBGRH4,20230306,Routine,0,1,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
HCAR-CBGRH4,20221114,Routine,0,0,,Low
HCAR-CBGRH4,20220506,Routine,0,0,,Low
JCOE-67H9B8,20221214,Routine,0,0,,Low
JCOE-67H9B8,20220214,Routine,0,0,,Low
A019329,20230531,Routine,0,1,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
A019329,20220519,Routine,1,2,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat",Low
A019329,20210525,Routine,1,1,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
A019329,20200525,Routine,0,0,,Low
ACAK-8VGVCP,20230925,Routine,0,0,,Low
ACAK-8VGVCP,20210318,Routine,0,0,,Low
ACAK-8VGVCP,20200617,Routine,0,0,,Low
A017915,20230524,Routine,0,0,,Low
A017915,20220816,Routine,0,0,,Low
A017915,20210831,Routine,0,0,,Low
A017915,20191104,Routine,0,2,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat",Low
NDAA-93TW5R,20220913,Follow-Up,0,0,,Low
NDAA-93TW5R,20220909,Routine,1,0,"401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
NDAA-93TW5R,20210812,Routine,1,1,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
A016904,20230810,Routine,1,0,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat",Low
A016904,20220624,Routine,0,2,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|502,Not Critical,In operator’s absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat",Low
A016904,20210713,Routine,1,1,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
NDAA-9NUQZV,20230712,Routine,0,0,,Low
NDAA-9NUQZV,20220509,Routine,0,0,,Low
NDAA-9NUQZV,20210722,Routine,0,0,,Low
SHEN-AMTPVU,20230906,Routine,0,0,,Low
SHEN-AMTPVU,20220510,Routine,0,1,"305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat",Low
SHEN-AMTPVU,20210817,Follow-Up,0,1,"305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat",Low
SHEN-AMTPVU,20210810,Routine,2,1,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat",Low
SHEN-AMTPVU,20200922,Routine,1,1,"303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat",Low
SDFO-8EAUE3,20230602,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
SDFO-8EAUE3,20220816,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
SDFO-8EAUE3,20210618,Routine,0,0,,Low
SDFO-8EAUE3,20200520,Routine,0,0,,Low
A019360,20230707,Routine,0,0,,Low
A019360,20221124,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
A019360,20211210,Routine,0,0,,Low
A019360,20210330,Routine,1,0,"303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat",Low
A014724,20230530,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
A014724,20220615,Follow-Up,0,0,,Low
A014724,20220608,Routine,0,3,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|502,Not Critical,In operator’s absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat",Low
A014724,20200717,Routine,2,1,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
A014724,20191114,Routine,0,0,,Low
GEDS-68T2FB,20230524,Routine,0,1,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat",Low
GEDS-68T2FB,20220531,Routine,0,0,,Low
GEDS-68T2FB,20210611,Routine,0,0,,Low
NDAA-9R8Q9Z,20221121,Routine,1,0,"303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat",Low
NDAA-9R8Q9Z,20210420,Routine,2,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
NDAA-9R8Q9Z,20200522,Routine,0,0,,Low
GEDS-6GTQ2V,20230525,Routine,2,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
GEDS-6GTQ2V,20220520,Routine,2,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
GEDS-6GTQ2V,20210809,Routine,0,0,,Low
GEDS-6GTQ2V,20191216,Routine,0,0,,Low
GEDS-6NLNUT,20230814,Routine,0,2,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat",Low
GEDS-6NLNUT,20220630,Routine,0,0,,Low
GEDS-6NLNUT,20210712,Routine,2,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
GEDS-6NLNUT,20200826,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
GEDS-7D4VHM,20230801,Routine,0,0,,Low
GEDS-7D4VHM,20220826,Routine,0,1,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
GEDS-7D4VHM,20210819,Follow-Up,0,0,,Low
GEDS-7D4VHM,20210817,Routine,0,0,,Low
GEDS-7D4VHM,20200820,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
GEDS-74DUWT,20230412,Routine,0,0,,Low
GEDS-74DUWT,20220519,Routine,0,0,,Low
GEDS-74DUWT,20210714,Follow-Up,0,0,,Low
GEDS-74DUWT,20210610,Routine,0,1,"309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat",Low
GEDS-74DUWT,20200731,Routine,0,0,,Low
GEDS-7UTVL8,20230626,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
GEDS-7UTVL8,20220830,Follow-Up,0,0,,Low
GEDS-7UTVL8,20220823,Routine,0,1,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
GEDS-7UTVL8,20210714,Follow-Up,0,0,,Low
GEDS-7UTVL8,20210713,Routine,0,0,,Low
GEDS-77ZUHF,20230828,Routine,0,0,,Low
GEDS-77ZUHF,20220915,Routine,0,0,,Low
GEDS-77ZUHF,20211006,Routine,1,0,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat",Low
GEDS-77ZUHF,20200820,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
GEDS-7YSU36,20230928,Routine,0,0,,Low
GEDS-7YSU36,20230224,Routine,0,0,,Low
GEDS-7YSU36,20210611,Routine,0,0,,Low
GEDS-7YSU36,20191209,Routine,0,0,,Low
HCAR-AWNVE9,20230915,Routine,0,0,,Low
HCAR-AWNVE9,20220812,Routine,1,1,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat",Low
HCAR-AWNVE9,20210709,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
HCAR-CG2RYQ,20230509,Routine,0,0,,Low
HCAR-CG2RYQ,20221213,Routine,0,0,,Low
HCAR-CG2RYQ,20220912,Routine,0,0,,Low
HCAR-CG2RYQ,20220607,Follow-Up,0,0,,Low
NDAA-9P7SJ7,20230822,Routine,0,0,,Low
NDAA-9P7SJ7,20220509,Routine,0,0,,Low
NDAA-9P7SJ7,20210728,Routine,0,0,,Low
SHEN-AZMSSS,20230809,Follow-Up,0,0,,Low
SHEN-AZMSSS,20230802,Routine,1,1,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
SHEN-AZMSSS,20230411,Routine,0,1,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat",Low
SHEN-AZMSSS,20221108,Routine,1,0,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat",Low
SHEN-AZMSSS,20220411,Follow-Up,0,0,,Low
SHEN-AZMSSS,20220404,Routine,2,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat",Moderate
SHEN-AZMSSS,20210409,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
SHEN-AZMSSS,20200903,Follow-Up,0,0,,Low
SHEN-AZMSSS,20200130,Follow-Up,0,0,,Low
SHEN-AZMSSS,20200128,Follow-Up,0,1,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
SHEN-AZMSSS,20200114,Routine,1,1,"303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
HCAR-C8FQLT,20230503,Routine,0,0,,Low
HCAR-C8FQLT,20221201,Routine,0,0,,Low
HCAR-C8FQLT,20220811,Routine,0,1,"210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat",Low
HCAR-C8FQLT,20220419,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
HCAR-C8FQLT,20211223,Routine,0,0,,Low
HCAR-C4YRFV,20230526,Routine,0,2,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat",Low
HCAR-C4YRFV,20221128,Routine,0,0,,Low
HCAR-C4YRFV,20220617,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
HCAR-C4YRFV,20220309,Routine,0,0,,Low
HCAR-C4YRFV,20211110,Routine,1,2,"210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat",Moderate
HCAR-CL6NHT,20231003,Routine,0,0,,Low
HCAR-CL6NHT,20230602,Follow-Up,0,0,,Low
HCAR-CL6NHT,20230530,Routine,2,2,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat|502,Not Critical,In operator’s absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat",Low
HCAR-CL6NHT,20230201,Routine,1,1,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
HCAR-BRZLYG,20230710,Routine,0,0,,Low
HCAR-BRZLYG,20230206,Routine,0,0,,Low
HCAR-BRZLYG,20220818,Routine,0,0,,Low
HCAR-BRZLYG,20220224,Follow-Up,0,1,"104,Not Critical,Permit not posted in a conspicuous location [s. 8(7)],Not Repeat",Low
HCAR-BRZLYG,20220223,Routine,1,2,"104,Not Critical,Permit not posted in a conspicuous location [s. 8(7)],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
HCAR-BRZLYG,20210609,Routine,1,0,"401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
GEDS-6M4MKD,20231025,Routine,2,1,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat",Low
GEDS-6M4MKD,20230321,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
GEDS-6M4MKD,20220922,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
GEDS-6M4MKD,20220228,Routine,0,2,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
GEDS-6M4MKD,20210826,Routine,0,0,,Low
GEDS-6M4MKD,20200206,Follow-Up,0,0,,Low
GEDS-6M4MKD,20200120,Routine,1,1,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat",Low
GEDS-6HKMMM,20230802,Routine,1,1,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
GEDS-6HKMMM,20230227,Routine,1,0,"206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat",Low
GEDS-6HKMMM,20221004,Follow-Up,0,0,,Low
GEDS-6HKMMM,20220901,Routine,1,1,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
GEDS-6HKMMM,20211223,Routine,2,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat",Low
GEDS-6HKMMM,20210615,Routine,0,0,,Low
GEDS-7E5PUV,20230830,Routine,0,0,,Low
GEDS-7E5PUV,20230307,Routine,0,1,"502,Not Critical,In operator’s absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat",Low
GEDS-7E5PUV,20220909,Follow-Up,0,0,,Low
GEDS-7E5PUV,20220902,Routine,2,2,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Moderate
GEDS-7E5PUV,20220315,Follow-Up,0,0,,Low
GEDS-7E5PUV,20220303,Routine,1,1,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|501,Not Critical,Operator does not have FOODSAFE Level 1 or Equivalent [s. 10(1)],Not Repeat",Moderate
GEDS-7E5PUV,20210602,Routine,1,0,"401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
GEDS-7E5PUV,20191217,Routine,0,0,,Low
A017403,20231023,Routine,0,0,,Low
A017403,20230614,Routine,0,0,,Low
A017403,20230104,Routine,0,0,,Low
A017403,20220615,Routine,0,0,,Low
A017403,20211025,Routine,0,0,,Low
A017403,20210329,Routine,0,1,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
A017403,20200526,Routine,0,0,,Low
A016854,20231011,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
A016854,20230425,Routine,1,1,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
A016854,20220929,Routine,1,1,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat",Low
A016854,20220414,Routine,1,0,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat",Low
A016854,20211126,Follow-Up,0,0,,Low
A016854,20211124,Routine,2,1,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Moderate
A016854,20210503,Follow-Up,0,0,,Low
A016854,20210422,Routine,2,4,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Moderate
A016854,20200910,Routine,3,1,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Moderate
A016854,20200116,Follow-Up,0,0,,Low
A016854,20200113,Routine,3,1,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Moderate
HCAR-B9MRTP,20230623,Routine,1,3,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|502,Not Critical,In operator’s absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat",Low
HCAR-B9MRTP,20230131,Routine,0,0,,Low
HCAR-B9MRTP,20220811,Routine,0,2,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|502,Not Critical,In operator’s absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat",Low
HCAR-B9MRTP,20220128,Routine,0,3,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
HCAR-B9MRTP,20210813,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
HCAR-B9MRTP,20210302,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
HCAR-B9MRTP,20200811,Routine,1,1,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat",Low
A017303,20230621,Routine,0,0,,Low
A017303,20221020,Routine,1,0,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat",Low
A017303,20220614,Routine,1,1,"104,Not Critical,Permit not posted in a conspicuous location [s. 8(7)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
A017303,20210812,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
A017303,20200309,Routine,0,0,,Low
A017427,20231025,Routine,0,0,,Low
A017427,20230426,Routine,0,0,,Low
A017427,20220926,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
A017427,20220304,Routine,0,0,,Low
